Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-29 00:00:00+00:00,28075.591796875,28432.0390625,28075.591796875,28231.98828125,28231.98828125,0
2023-05-29 01:00:00+00:00,28196.541015625,28219.623046875,28152.92578125,28178.654296875,28178.654296875,0
2023-05-29 02:00:00+00:00,28173.98046875,28188.52734375,28105.138671875,28111.044921875,28111.044921875,144874496
2023-05-29 03:00:00+00:00,28108.86328125,28137.482421875,27934.14453125,27984.072265625,27984.072265625,238517248
2023-05-29 04:00:00+00:00,27965.078125,28010.1875,27867.314453125,27932.171875,27932.171875,181886976
2023-05-29 05:00:00+00:00,27941.9140625,28050.3203125,27941.9140625,28003.396484375,28003.396484375,139117568
2023-05-29 06:00:00+00:00,28001.853515625,28043.435546875,27997.041015625,28006.083984375,28006.083984375,0
2023-05-29 07:00:00+00:00,28010.095703125,28010.095703125,27859.05078125,27910.90625,27910.90625,251341824
2023-05-29 08:00:00+00:00,27910.896484375,27946.63671875,27860.57421875,27904.564453125,27904.564453125,62353408
2023-05-29 09:00:00+00:00,27903.14453125,27946.703125,27866.7421875,27928.501953125,27928.501953125,63312896
2023-05-29 10:00:00+00:00,27944.22265625,27974.01953125,27799.91015625,27850.423828125,27850.423828125,305641472
2023-05-29 11:00:00+00:00,27864.55859375,27945.2578125,27849.369140625,27919.150390625,27919.150390625,0
2023-05-29 12:00:00+00:00,27915.296875,27942.08203125,27876.44140625,27889.001953125,27889.001953125,19680256
2023-05-29 13:00:00+00:00,27888.734375,27948.099609375,27879.5390625,27908.642578125,27908.642578125,875520
2023-05-29 14:00:00+00:00,27911.595703125,27926.39453125,27772.673828125,27772.673828125,27772.673828125,216160256
2023-05-29 15:00:00+00:00,27787.3984375,27844.701171875,27628.400390625,27634.46875,27634.46875,599366656
2023-05-29 16:00:00+00:00,27637.158203125,27671.314453125,27571.578125,27618.208984375,27618.208984375,394975232
2023-05-29 17:00:00+00:00,27614.423828125,27729.861328125,27563.876953125,27695.9296875,27695.9296875,219172864
2023-05-29 18:00:00+00:00,27700.919921875,27721.779296875,27630.68359375,27637.439453125,27637.439453125,0
2023-05-29 19:00:00+00:00,27641.025390625,27703.52734375,27641.025390625,27646.28125,27646.28125,0
2023-05-29 20:00:00+00:00,27649.1796875,27700.759765625,27641.533203125,27690.580078125,27690.580078125,5260288
2023-05-29 21:00:00+00:00,27688.837890625,27727.30859375,27664.16796875,27678.517578125,27678.517578125,0
2023-05-29 22:00:00+00:00,27674.205078125,27688.388671875,27577.447265625,27681.037109375,27681.037109375,0
2023-05-29 23:00:00+00:00,27691.529296875,27798.16796875,27690.2109375,27746.970703125,27746.970703125,0
2023-05-30 00:00:00+00:00,27745.123046875,27782.7890625,27614.447265625,27715.001953125,27715.001953125,0
2023-05-30 01:00:00+00:00,27721.71875,27794.52734375,27705.306640625,27777.55078125,27777.55078125,0
2023-05-30 02:00:00+00:00,27774.0625,27797.380859375,27731.990234375,27790.837890625,27790.837890625,0
2023-05-30 03:00:00+00:00,27788.17578125,27889.96875,27782.767578125,27848.263671875,27848.263671875,0
2023-05-30 04:00:00+00:00,27837.357421875,27859.04296875,27776.369140625,27786.53515625,27786.53515625,0
2023-05-30 05:00:00+00:00,27785.76171875,27785.76171875,27692.84375,27754.556640625,27754.556640625,0
2023-05-30 06:00:00+00:00,27756.6953125,27817.87109375,27756.6953125,27802.08203125,27802.08203125,0
2023-05-30 07:00:00+00:00,27804.310546875,27842.744140625,27741.94140625,27746.70703125,27746.70703125,0
2023-05-30 08:00:00+00:00,27737.525390625,27820.408203125,27726.36328125,27793.298828125,27793.298828125,0
2023-05-30 09:00:00+00:00,27792.09375,27886.291015625,27792.09375,27859.6875,27859.6875,74862592
2023-05-30 10:00:00+00:00,27867.404296875,28044.759765625,27862.630859375,27928.615234375,27928.615234375,0
2023-05-30 11:00:00+00:00,27924.025390625,28029.857421875,27887.1484375,28028.408203125,28028.408203125,341361664
2023-05-30 12:00:00+00:00,28037.685546875,28037.685546875,27831.888671875,27921.662109375,27921.662109375,272031744
2023-05-30 13:00:00+00:00,27920.05078125,27977.69140625,27794.34765625,27837.234375,27837.234375,396145664
2023-05-30 14:00:00+00:00,27817.21875,27872.39453125,27641.017578125,27641.017578125,27641.017578125,345368576
